CONTEST_ID	CONTEST_ORDER	CANDIDATE_ORDER	TOTAL	CANDIDATE_PARTY_ID	CANDIDATE_ID	VOTE_FOR	CONTEST_TYPE	CANDIDATE_TYPE	TOTAL_PRECINCTS	PROCESSED_DONE	PROCESSED_STARTED	IS_WRITEIN_CANDIDATE	CONTEST_FULL_NAME	CANDIDATE_FULL_NAME	CONTEST_TOTAL	undervote	overvote	IS_WINNER	cf_cand_class	IS_PRECINCT_LEVEL	PRECINCT_NAME	is_visible
71	71	1	33	0	290	1	0	0	1	1	1	0	PCO REP 426	  - Joan W. Gorner	52	84	0	1	winner	0		0
71	71	2	19	0	291	1	0	0	1	1	1	0	PCO REP 426	  - Michael  Bishop	52	84	0	0	candidate	0		0
72	72	1	65	0	292	1	0	0	1	1	1	0	PCO REP 427	  - William Miller	98	173	0	1	winner	0		0
72	72	2	33	0	293	1	0	0	1	1	1	0	PCO REP 427	  - Joe Wasson	98	173	0	0	candidate	0		0
73	73	1	76	0	294	1	0	0	1	1	1	0	PCO REP 430	  - Colleen Smith	108	320	0	1	winner	0		0
73	73	2	32	0	295	1	0	0	1	1	1	0	PCO REP 430	  - Bonnie Otis	108	320	0	0	candidate	0		0
74	74	1	48	0	296	1	0	0	1	1	1	0	PCO REP 445	  - Dora ''Cris'' Shardelman	172	211	0	0	candidate	0		0
74	74	2	100	0	297	1	0	0	1	1	1	0	PCO REP 445	  - David Ellingson	172	211	0	1	winner	0		0
74	74	3	24	0	298	1	0	0	1	1	1	0	PCO REP 445	  - Mary M. Lizon	172	211	0	0	candidate	0		0
75	75	1	56	0	299	1	0	0	1	1	1	0	PCO REP 450	  - Shirley J. Brown	110	234	1	1	winner	0		0
75	75	2	54	0	300	1	0	0	1	1	1	0	PCO REP 450	  - David B. Lindquist	110	234	1	0	candidate	0		0
76	76	1	35	0	301	1	0	0	1	1	1	0	PCO DEM 453	  - Ben H. Stewart	99	242	0	0	candidate	0		0
76	76	2	64	0	302	1	0	0	1	1	1	0	PCO DEM 453	  - Patrick M. Pearson	99	242	0	1	winner	0		0
77	77	1	56	0	303	1	0	0	1	1	1	0	PCO REP 454	  - Mick Sheldon	84	126	0	1	winner	0		0
77	77	2	28	0	304	1	0	0	1	1	1	0	PCO REP 454	  - Jason T. Foster	84	126	0	0	candidate	0		0
78	78	1	107	0	305	1	0	0	1	1	1	0	PCO REP 455	  - James W. Almond	133	172	0	1	winner	0		0
78	78	2	26	0	306	1	0	0	1	1	1	0	PCO REP 455	  - Behzad Mostofi	133	172	0	0	candidate	0		0
79	79	1	75	0	307	1	0	0	1	1	1	0	PCO REP 458	  - Matthew Ogard	128	265	0	1	winner	0		0
79	79	2	53	0	308	1	0	0	1	1	1	0	PCO REP 458	  - Richard C. Tizzano	128	265	0	0	candidate	0		0
80	80	1	19	0	309	1	0	0	1	1	1	0	PCO REP 460	  - Jarett Joseph Curnew	55	167	0	0	candidate	0		0
80	80	2	36	0	310	1	0	0	1	1	1	0	PCO REP 460	  - Chris Tibbs	55	167	0	1	winner	0		0
81	81	1	27	0	311	1	0	0	1	1	1	0	PCO REP 463	  - Regina LaMar	41	210	1	1	winner	0		0
81	81	2	14	0	312	1	0	0	1	1	1	0	PCO REP 463	  - Joy Lawrence	41	210	1	0	candidate	0		0
